x,y
4534,2267.0
4535,2267.5
4536,2268.0
4537,2268.5
4538,2269.0
4539,2269.5
4540,2270.0
4541,2270.5
4542,2271.0
4543,2271.5
4544,2272.0
4545,2272.5
4546,2273.0
4547,2273.5
4548,2274.0
4549,2274.5
4550,2275.0
4551,2275.5
4552,2276.0
4553,2276.5
4554,2277.0
4555,2277.5
4556,2278.0
4557,2278.5
4558,2279.0
4559,2279.5
4560,2280.0
4561,2280.5
4562,2281.0
4563,2281.5
4564,2282.0
4565,2282.5
4566,2283.0
4567,2283.5
4568,2284.0
4569,2284.5
4570,2285.0
4571,2285.5
4572,2286.0
4573,2286.5
4574,2287.0
4575,2287.5
4576,2288.0
4577,2288.5
4578,2289.0
4579,2289.5
4580,2290.0
4581,2290.5
4582,2291.0
4583,2291.5
4584,2292.0
4585,2292.5
4586,2293.0
4587,2293.5
4588,2294.0
4589,2294.5
4590,2295.0
4591,2295.5
4592,2296.0
4593,2296.5
4594,2297.0
4595,2297.5
4596,2298.0
4597,2298.5
4598,2299.0
4599,2299.5
4600,2300.0
4601,2300.5
4602,2301.0
4603,2301.5
4604,2302.0
4605,2302.5
4606,2303.0
4607,2303.5
4608,2304.0
4609,2304.5
4610,2305.0
4611,2305.5
4612,2306.0
4613,2306.5
4614,2307.0
4615,2307.5
4616,2308.0
4617,2308.5
4618,2309.0
4619,2309.5
4620,2310.0
4621,2310.5
4622,2311.0
4623,2311.5
4624,2312.0
4625,2312.5
4626,2313.0
4627,2313.5
4628,2314.0
4629,2314.5
4630,2315.0
4631,2315.5
4632,2316.0
4633,2316.5
4634,2317.0
4635,2317.5
4636,2318.0
4637,2318.5
4638,2319.0
4639,2319.5
4640,2320.0
4641,2320.5
4642,2321.0
4643,2321.5
4644,2322.0
4645,2322.5
4646,2323.0
4647,2323.5
4648,2324.0
4649,2324.5
4650,2325.0
4651,2325.5
4652,2326.0
4653,2326.5
4654,2327.0
4655,2327.5
4656,2328.0
4657,2328.5
4658,2329.0
4659,2329.5
4660,2330.0
4661,2330.5
4662,2331.0
4663,2331.5
4664,2332.0
4665,2332.5
4666,2333.0
4667,2333.5
4668,2334.0
4669,2334.5
4670,2335.0
4671,2335.5
4672,2336.0
4673,2336.5
4674,2337.0
4675,2337.5
4676,2338.0
4677,2338.5
4678,2339.0
4679,2339.5
4680,2340.0
4681,2340.5
4682,2341.0
4683,2341.5
4684,2342.0
4685,2342.5
4686,2343.0
4687,2343.5
4688,2344.0
4689,2344.5
4690,2345.0
4691,2345.5
4692,2346.0
4693,2346.5
4694,2347.0
4695,2347.5
4696,2348.0
4697,2348.5
4698,2349.0
4699,2349.5
4700,2350.0
4701,2350.5
4702,2351.0
4703,2351.5
4704,2352.0
4705,2352.5
4706,2353.0
4707,2353.5
4708,2354.0
4709,2354.5
4710,2355.0
4711,2355.5
4712,2356.0
4713,2356.5
4714,2357.0
4715,2357.5
4716,2358.0
4717,2358.5
4718,2359.0
4719,2359.5
4720,2360.0
4721,2360.5
4722,2361.0
4723,2361.5
4724,2362.0
4725,2362.5
4726,2363.0
4727,2363.5
4728,2364.0
4729,2364.5
4730,2365.0
4731,2365.5
4732,2366.0
4733,2366.5
4734,2367.0
4735,2367.5
4736,2368.0
4737,2368.5
4738,2369.0
4739,2369.5
4740,2370.0
4741,2370.5
4742,2371.0
4743,2371.5
4744,2372.0
4745,2372.5
4746,2373.0
4747,2373.5
4748,2374.0
4749,2374.5
4750,2375.0
4751,2375.5
4752,2376.0
4753,2376.5
4754,2377.0
4755,2377.5
4756,2378.0
4757,2378.5
4758,2379.0
4759,2379.5
4760,2380.0
4761,2380.5
4762,2381.0
4763,2381.5
4764,2382.0
4765,2382.5
4766,2383.0
4767,2383.5
4768,2384.0
4769,2384.5
4770,2385.0
4771,2385.5
4772,2386.0
4773,2386.5
4774,2387.0
4775,2387.5
4776,2388.0
4777,2388.5
4778,2389.0
4779,2389.5
4780,2390.0
4781,2390.5
4782,2391.0
4783,2391.5
4784,2392.0
4785,2392.5
4786,2393.0
4787,2393.5
4788,2394.0
4789,2394.5
4790,2395.0
4791,2395.5
4792,2396.0
4793,2396.5
4794,2397.0
4795,2397.5
4796,2398.0
4797,2398.5
4798,2399.0
4799,2399.5
4800,2400.0
4801,2400.5
4802,2401.0
4803,2401.5
4804,2402.0
4805,2402.5
4806,2403.0
4807,2403.5
4808,2404.0
4809,2404.5
4810,2405.0
4811,2405.5
4812,2406.0
4813,2406.5
4814,2407.0
4815,2407.5
4816,2408.0
4817,2408.5
4818,2409.0
4819,2409.5
4820,2410.0
4821,2410.5
4822,2411.0
4823,2411.5
4824,2412.0
4825,2412.5
4826,2413.0
4827,2413.5
4828,2414.0
4829,2414.5
4830,2415.0
4831,2415.5
4832,2416.0
4833,2416.5
4834,2417.0
4835,2417.5
4836,2418.0
4837,2418.5
4838,2419.0
4839,2419.5
4840,2420.0
4841,2420.5
4842,2421.0
4843,2421.5
4844,2422.0
4845,2422.5
4846,2423.0
4847,2423.5
4848,2424.0
4849,2424.5
4850,2425.0
4851,2425.5
4852,2426.0
4853,2426.5
4854,2427.0
4855,2427.5
4856,2428.0
4857,2428.5
4858,2429.0
4859,2429.5
4860,2430.0
4861,2430.5
4862,2431.0
4863,2431.5
4864,2432.0
4865,2432.5
4866,2433.0
4867,2433.5
4868,2434.0
4869,2434.5
4870,2435.0
4871,2435.5
4872,2436.0
4873,2436.5
4874,2437.0
4875,2437.5
4876,2438.0
4877,2438.5
4878,2439.0
4879,2439.5
4880,2440.0
4881,2440.5
4882,2441.0
4883,2441.5
4884,2442.0
4885,2442.5
4886,2443.0
4887,2443.5
4888,2444.0
4889,2444.5
4890,2445.0
4891,2445.5
4892,2446.0
4893,2446.5
4894,2447.0
4895,2447.5
4896,2448.0
4897,2448.5
4898,2449.0
4899,2449.5
4900,2450.0
4901,2450.5
4902,2451.0
4903,2451.5
4904,2452.0
4905,2452.5
4906,2453.0
4907,2453.5
4908,2454.0
4909,2454.5
4910,2455.0
4911,2455.5
4912,2456.0
4913,2456.5
4914,2457.0
4915,2457.5
4916,2458.0
4917,2458.5
4918,2459.0
4919,2459.5
4920,2460.0
4921,2460.5
4922,2461.0
4923,2461.5
4924,2462.0
4925,2462.5
4926,2463.0
4927,2463.5
4928,2464.0
4929,2464.5
4930,2465.0
4931,2465.5
4932,2466.0
4933,2466.5
4934,2467.0
4935,2467.5
4936,2468.0
4937,2468.5
4938,2469.0
4939,2469.5
4940,2470.0
4941,2470.5
4942,2471.0
4943,2471.5
4944,2472.0
4945,2472.5
4946,2473.0
4947,2473.5
4948,2474.0
4949,2474.5
4950,2475.0
4951,2475.5
4952,2476.0
4953,2476.5
4954,2477.0
4955,2477.5
4956,2478.0
4957,2478.5
4958,2479.0
4959,2479.5
4960,2480.0
4961,2480.5
4962,2481.0
4963,2481.5
4964,2482.0
4965,2482.5
4966,2483.0
4967,2483.5
4968,2484.0
4969,2484.5
4970,2485.0
4971,2485.5
4972,2486.0
4973,2486.5
4974,2487.0
4975,2487.5
4976,2488.0
4977,2488.5
4978,2489.0
4979,2489.5
4980,2490.0
4981,2490.5
4982,2491.0
4983,2491.5
4984,2492.0
4985,2492.5
4986,2493.0
4987,2493.5
4988,2494.0
4989,2494.5
4990,2495.0
4991,2495.5
4992,2496.0
4993,2496.5
4994,2497.0
4995,2497.5
4996,2498.0
4997,2498.5
4998,2499.0
4999,2499.5
5000,2500.0
5001,2500.5
5002,2501.0
5003,2501.5
5004,2502.0
5005,2502.5
5006,2503.0
5007,2503.5
5008,2504.0
5009,2504.5
5010,2505.0
5011,2505.5
5012,2506.0
5013,2506.5
5014,2507.0
5015,2507.5
5016,2508.0
5017,2508.5
5018,2509.0
5019,2509.5
5020,2510.0
5021,2510.5
5022,2511.0
5023,2511.5
5024,2512.0
5025,2512.5
5026,2513.0
5027,2513.5
5028,2514.0
5029,2514.5
5030,2515.0
5031,2515.5
5032,2516.0
5033,2516.5
5034,2517.0
5035,2517.5
5036,2518.0
5037,2518.5
5038,2519.0
5039,2519.5
5040,2520.0
5041,2520.5
5042,2521.0
5043,2521.5
5044,2522.0
5045,2522.5
5046,2523.0
5047,2523.5
5048,2524.0
5049,2524.5
5050,2525.0
5051,2525.5
5052,2526.0
5053,2526.5
5054,2527.0
5055,2527.5
5056,2528.0
5057,2528.5
5058,2529.0
5059,2529.5
5060,2530.0
5061,2530.5
5062,2531.0
5063,2531.5
5064,2532.0
5065,2532.5
5066,2533.0
5067,2533.5
5068,2534.0
5069,2534.5
5070,2535.0
5071,2535.5
5072,2536.0
5073,2536.5
5074,2537.0
5075,2537.5
5076,2538.0
5077,2538.5
5078,2539.0
5079,2539.5
5080,2540.0
5081,2540.5
5082,2541.0
5083,2541.5
5084,2542.0
5085,2542.5
5086,2543.0
5087,2543.5
5088,2544.0
5089,2544.5
5090,2545.0
5091,2545.5
5092,2546.0
5093,2546.5
5094,2547.0
5095,2547.5
5096,2548.0
5097,2548.5
5098,2549.0
5099,2549.5
5100,2550.0
5101,2550.5
5102,2551.0
5103,2551.5
5104,2552.0
5105,2552.5
5106,2553.0
5107,2553.5
5108,2554.0
5109,2554.5
5110,2555.0
5111,2555.5
5112,2556.0
5113,2556.5
5114,2557.0
5115,2557.5
5116,2558.0
5117,2558.5
5118,2559.0
5119,2559.5
5120,2560.0
5121,2560.5
5122,2561.0
5123,2561.5
5124,2562.0
5125,2562.5
5126,2563.0
5127,2563.5
5128,2564.0
5129,2564.5
5130,2565.0
5131,2565.5
5132,2566.0
5133,2566.5
5134,2567.0
5135,2567.5
5136,2568.0
5137,2568.5
5138,2569.0
5139,2569.5
5140,2570.0
5141,2570.5
5142,2571.0
5143,2571.5
5144,2572.0
5145,2572.5
5146,2573.0
5147,2573.5
5148,2574.0
5149,2574.5
5150,2575.0
5151,2575.5
5152,2576.0
5153,2576.5
5154,2577.0
5155,2577.5
5156,2578.0
5157,2578.5
5158,2579.0
5159,2579.5
5160,2580.0
5161,2580.5
5162,2581.0
5163,2581.5
5164,2582.0
5165,2582.5
5166,2583.0
5167,2583.5
5168,2584.0
5169,2584.5
5170,2585.0
5171,2585.5
5172,2586.0
5173,2586.5
5174,2587.0
5175,2587.5
5176,2588.0
5177,2588.5
5178,2589.0
5179,2589.5
5180,2590.0
5181,2590.5
5182,2591.0
5183,2591.5
5184,2592.0
5185,2592.5
5186,2593.0
5187,2593.5
5188,2594.0
5189,2594.5
5190,2595.0
5191,2595.5
5192,2596.0
5193,2596.5
5194,2597.0
5195,2597.5
5196,2598.0
5197,2598.5
5198,2599.0
5199,2599.5
5200,2600.0
5201,2600.5
5202,2601.0
5203,2601.5
5204,2602.0
5205,2602.5
5206,2603.0
5207,2603.5
5208,2604.0
5209,2604.5
5210,2605.0
5211,2605.5
5212,2606.0
5213,2606.5
5214,2607.0
5215,2607.5
5216,2608.0
5217,2608.5
5218,2609.0
5219,2609.5
5220,2610.0
5221,2610.5
5222,2611.0
5223,2611.5
5224,2612.0
5225,2612.5
5226,2613.0
5227,2613.5
5228,2614.0
5229,2614.5
5230,2615.0
5231,2615.5
5232,2616.0
5233,2616.5
5234,2617.0
5235,2617.5
5236,2618.0
5237,2618.5
5238,2619.0
5239,2619.5
5240,2620.0
5241,2620.5
5242,2621.0
5243,2621.5
5244,2622.0
5245,2622.5
5246,2623.0
5247,2623.5
5248,2624.0
5249,2624.5
5250,2625.0
5251,2625.5
5252,2626.0
5253,2626.5
5254,2627.0
5255,2627.5
5256,2628.0
5257,2628.5
5258,2629.0
5259,2629.5
5260,2630.0
5261,2630.5
5262,2631.0
5263,2631.5
5264,2632.0
5265,2632.5
5266,2633.0
5267,2633.5
5268,2634.0
5269,2634.5
5270,2635.0
5271,2635.5
5272,2636.0
5273,2636.5
5274,2637.0
5275,2637.5
5276,2638.0
5277,2638.5
5278,2639.0
5279,2639.5
5280,2640.0
5281,2640.5
5282,2641.0
5283,2641.5
5284,2642.0
5285,2642.5
5286,2643.0
5287,2643.5
5288,2644.0
5289,2644.5
5290,2645.0
5291,2645.5
5292,2646.0
5293,2646.5
5294,2647.0
5295,2647.5
5296,2648.0
5297,2648.5
5298,2649.0
5299,2649.5
5300,2650.0
5301,2650.5
5302,2651.0
5303,2651.5
5304,2652.0
5305,2652.5
5306,2653.0
5307,2653.5
5308,2654.0
5309,2654.5
5310,2655.0
5311,2655.5
5312,2656.0
5313,2656.5
5314,2657.0
5315,2657.5
5316,2658.0
5317,2658.5
5318,2659.0
5319,2659.5
5320,2660.0
5321,2660.5
5322,2661.0
5323,2661.5
5324,2662.0
5325,2662.5
5326,2663.0
5327,2663.5
5328,2664.0
5329,2664.5
5330,2665.0
5331,2665.5
5332,2666.0
5333,2666.5
5334,2667.0
5335,2667.5
5336,2668.0
5337,2668.5
5338,2669.0
5339,2669.5
5340,2670.0
5341,2670.5
5342,2671.0
5343,2671.5
5344,2672.0
5345,2672.5
5346,2673.0
5347,2673.5
5348,2674.0
5349,2674.5
5350,2675.0
5351,2675.5
5352,2676.0
5353,2676.5
5354,2677.0
5355,2677.5
5356,2678.0
5357,2678.5
5358,2679.0
5359,2679.5
5360,2680.0
5361,2680.5
5362,2681.0
5363,2681.5
5364,2682.0
5365,2682.5
5366,2683.0
5367,2683.5
5368,2684.0
5369,2684.5
5370,2685.0
5371,2685.5
5372,2686.0
5373,2686.5
5374,2687.0
5375,2687.5
5376,2688.0
5377,2688.5
5378,2689.0
5379,2689.5
5380,2690.0
5381,2690.5
5382,2691.0
5383,2691.5
5384,2692.0
5385,2692.5
5386,2693.0
5387,2693.5
5388,2694.0
5389,2694.5
5390,2695.0
5391,2695.5
5392,2696.0
5393,2696.5
5394,2697.0
5395,2697.5
5396,2698.0
5397,2698.5
5398,2699.0
5399,2699.5
5400,2700.0
5401,2700.5
5402,2701.0
5403,2701.5
5404,2702.0
5405,2702.5
5406,2703.0
5407,2703.5
5408,2704.0
5409,2704.5
5410,2705.0
5411,2705.5
5412,2706.0
5413,2706.5
5414,2707.0
5415,2707.5
5416,2708.0
5417,2708.5
5418,2709.0
5419,2709.5
5420,2710.0
5421,2710.5
5422,2711.0
5423,2711.5
5424,2712.0
5425,2712.5
5426,2713.0
5427,2713.5
5428,2714.0
5429,2714.5
5430,2715.0
5431,2715.5
5432,2716.0
5433,2716.5
5434,2717.0
5435,2717.5
5436,2718.0
5437,2718.5
5438,2719.0
5439,2719.5
5440,2720.0
5441,2720.5
5442,2721.0
5443,2721.5
5444,2722.0
5445,2722.5
5446,2723.0
5447,2723.5
5448,2724.0
5449,2724.5
5450,2725.0
5451,2725.5
5452,2726.0
5453,2726.5
5454,2727.0
5455,2727.5
5456,2728.0
5457,2728.5
5458,2729.0
5459,2729.5
5460,2730.0
5461,2730.5
5462,2731.0
5463,2731.5
5464,2732.0
5465,2732.5
5466,2733.0
5467,2733.5
5468,2734.0
5469,2734.5
5470,2735.0
5471,2735.5
5472,2736.0
5473,2736.5
5474,2737.0
5475,2737.5
5476,2738.0
5477,2738.5
5478,2739.0
5479,2739.5
5480,2740.0
5481,2740.5
5482,2741.0
5483,2741.5
5484,2742.0
5485,2742.5
5486,2743.0
5487,2743.5
5488,2744.0
5489,2744.5
5490,2745.0
5491,2745.5
5492,2746.0
5493,2746.5
5494,2747.0
5495,2747.5
5496,2748.0
5497,2748.5
5498,2749.0
5499,2749.5
5500,2750.0
5501,2750.5
5502,2751.0
5503,2751.5
5504,2752.0
5505,2752.5
5506,2753.0
5507,2753.5
5508,2754.0
5509,2754.5
5510,2755.0
5511,2755.5
5512,2756.0
5513,2756.5
5514,2757.0
5515,2757.5
5516,2758.0
5517,2758.5
5518,2759.0
5519,2759.5
5520,2760.0
5521,2760.5
5522,2761.0
5523,2761.5
5524,2762.0
5525,2762.5
5526,2763.0
5527,2763.5
5528,2764.0
5529,2764.5
5530,2765.0
5531,2765.5
5532,2766.0
5533,2766.5
5534,2767.0
5535,2767.5
5536,2768.0
5537,2768.5
5538,2769.0
5539,2769.5
5540,2770.0
5541,2770.5
5542,2771.0
5543,2771.5
5544,2772.0
5545,2772.5
5546,2773.0
5547,2773.5
5548,2774.0
5549,2774.5
5550,2775.0
5551,2775.5
5552,2776.0
5553,2776.5
5554,2777.0
5555,2777.5
5556,2778.0
5557,2778.5
5558,2779.0
5559,2779.5
5560,2780.0
5561,2780.5
5562,2781.0
5563,2781.5
5564,2782.0
5565,2782.5
5566,2783.0
5567,2783.5
5568,2784.0
5569,2784.5
5570,2785.0
5571,2785.5
5572,2786.0
5573,2786.5
5574,2787.0
5575,2787.5
5576,2788.0
5577,2788.5
5578,2789.0
5579,2789.5
5580,2790.0
5581,2790.5
5582,2791.0
5583,2791.5
5584,2792.0
5585,2792.5
5586,2793.0
5587,2793.5
5588,2794.0
5589,2794.5
5590,2795.0
5591,2795.5
5592,2796.0
5593,2796.5
5594,2797.0
5595,2797.5
5596,2798.0
5597,2798.5
5598,2799.0
5599,2799.5
5600,2800.0
5601,2800.5
5602,2801.0
5603,2801.5
5604,2802.0
5605,2802.5
5606,2803.0
5607,2803.5
5608,2804.0
5609,2804.5
5610,2805.0
5611,2805.5
5612,2806.0
5613,2806.5
5614,2807.0
5615,2807.5
5616,2808.0
5617,2808.5
5618,2809.0
5619,2809.5
5620,2810.0
5621,2810.5
5622,2811.0
5623,2811.5
5624,2812.0
5625,2812.5
5626,2813.0
5627,2813.5
5628,2814.0
5629,2814.5
5630,2815.0
5631,2815.5
5632,2816.0
5633,2816.5
5634,2817.0
5635,2817.5
5636,2818.0
5637,2818.5
5638,2819.0
5639,2819.5
5640,2820.0
5641,2820.5
5642,2821.0
5643,2821.5
5644,2822.0
5645,2822.5
5646,2823.0
5647,2823.5
5648,2824.0
5649,2824.5
5650,2825.0
5651,2825.5
5652,2826.0
5653,2826.5
5654,2827.0
5655,2827.5
5656,2828.0
5657,2828.5
5658,2829.0
5659,2829.5
5660,2830.0
5661,2830.5
5662,2831.0
5663,2831.5
5664,2832.0
5665,2832.5
5666,2833.0
5667,2833.5
5668,2834.0
5669,2834.5
5670,2835.0
5671,2835.5
5672,2836.0
5673,2836.5
5674,2837.0
5675,2837.5
5676,2838.0
5677,2838.5
5678,2839.0
5679,2839.5
5680,2840.0
5681,2840.5
5682,2841.0
5683,2841.5
5684,2842.0
5685,2842.5
5686,2843.0
5687,2843.5
5688,2844.0
5689,2844.5
5690,2845.0
5691,2845.5
5692,2846.0
5693,2846.5
5694,2847.0
5695,2847.5
5696,2848.0
5697,2848.5
5698,2849.0
5699,2849.5
5700,2850.0
5701,2850.5
5702,2851.0
5703,2851.5
5704,2852.0
5705,2852.5
5706,2853.0
5707,2853.5
5708,2854.0
5709,2854.5
5710,2855.0
5711,2855.5
5712,2856.0
5713,2856.5
5714,2857.0
5715,2857.5
5716,2858.0
5717,2858.5
5718,2859.0
5719,2859.5
5720,2860.0
5721,2860.5
5722,2861.0
5723,2861.5
5724,2862.0
5725,2862.5
5726,2863.0
5727,2863.5
5728,2864.0
5729,2864.5
5730,2865.0
5731,2865.5
5732,2866.0
5733,2866.5
5734,2867.0
5735,2867.5
5736,2868.0
5737,2868.5
5738,2869.0
5739,2869.5
5740,2870.0
5741,2870.5
5742,2871.0
5743,2871.5
5744,2872.0
5745,2872.5
5746,2873.0
5747,2873.5
5748,2874.0
5749,2874.5
5750,2875.0
5751,2875.5
5752,2876.0
5753,2876.5
5754,2877.0
5755,2877.5
5756,2878.0
5757,2878.5
5758,2879.0
5759,2879.5
5760,2880.0
5761,2880.5
5762,2881.0
5763,2881.5
5764,2882.0
5765,2882.5
5766,2883.0
5767,2883.5
5768,2884.0
5769,2884.5
5770,2885.0
5771,2885.5
5772,2886.0
5773,2886.5
5774,2887.0
5775,2887.5
5776,2888.0
5777,2888.5
5778,2889.0
5779,2889.5
5780,2890.0
5781,2890.5
5782,2891.0
5783,2891.5
5784,2892.0
5785,2892.5
5786,2893.0
5787,2893.5
5788,2894.0
5789,2894.5
5790,2895.0
5791,2895.5
5792,2896.0
5793,2896.5
5794,2897.0
5795,2897.5
5796,2898.0
5797,2898.5
5798,2899.0
5799,2899.5
5800,2900.0
5801,2900.5
5802,2901.0
5803,2901.5
5804,2902.0
5805,2902.5
5806,2903.0
5807,2903.5
5808,2904.0
5809,2904.5
5810,2905.0
5811,2905.5
5812,2906.0
5813,2906.5
5814,2907.0
5815,2907.5
5816,2908.0
5817,2908.5
5818,2909.0
5819,2909.5
5820,2910.0
5821,2910.5
5822,2911.0
5823,2911.5
5824,2912.0
5825,2912.5
5826,2913.0
5827,2913.5
5828,2914.0
5829,2914.5
5830,2915.0
5831,2915.5
5832,2916.0
5833,2916.5
5834,2917.0
5835,2917.5
5836,2918.0
5837,2918.5
5838,2919.0
5839,2919.5
5840,2920.0
5841,2920.5
5842,2921.0
5843,2921.5
5844,2922.0
5845,2922.5
5846,2923.0
5847,2923.5
5848,2924.0
5849,2924.5
5850,2925.0
5851,2925.5
5852,2926.0
5853,2926.5
5854,2927.0
5855,2927.5
5856,2928.0
5857,2928.5
5858,2929.0
5859,2929.5
5860,2930.0
5861,2930.5
5862,2931.0
5863,2931.5
5864,2932.0
5865,2932.5
5866,2933.0
5867,2933.5
5868,2934.0
5869,2934.5
5870,2935.0
5871,2935.5
5872,2936.0
5873,2936.5
5874,2937.0
5875,2937.5
5876,2938.0
5877,2938.5
5878,2939.0
5879,2939.5
5880,2940.0
5881,2940.5
5882,2941.0
5883,2941.5
5884,2942.0
5885,2942.5
5886,2943.0
5887,2943.5
5888,2944.0
5889,2944.5
5890,2945.0
5891,2945.5
5892,2946.0
5893,2946.5
5894,2947.0
5895,2947.5
5896,2948.0
5897,2948.5
5898,2949.0
5899,2949.5
5900,2950.0
5901,2950.5
5902,2951.0
5903,2951.5
5904,2952.0
5905,2952.5
5906,2953.0
5907,2953.5
5908,2954.0
5909,2954.5
5910,2955.0
5911,2955.5
5912,2956.0
5913,2956.5
5914,2957.0
5915,2957.5
5916,2958.0
5917,2958.5
5918,2959.0
5919,2959.5
5920,2960.0
5921,2960.5
5922,2961.0
5923,2961.5
5924,2962.0
5925,2962.5
5926,2963.0
5927,2963.5
5928,2964.0
5929,2964.5
5930,2965.0
5931,2965.5
5932,2966.0
5933,2966.5
5934,2967.0
5935,2967.5
5936,2968.0
5937,2968.5
5938,2969.0
5939,2969.5
5940,2970.0
5941,2970.5
5942,2971.0
5943,2971.5
5944,2972.0
5945,2972.5
5946,2973.0
5947,2973.5
5948,2974.0
5949,2974.5
5950,2975.0
5951,2975.5
5952,2976.0
5953,2976.5
5954,2977.0
5955,2977.5
5956,2978.0
5957,2978.5
5958,2979.0
5959,2979.5
5960,2980.0
5961,2980.5
5962,2981.0
5963,2981.5
5964,2982.0
5965,2982.5
5966,2983.0
5967,2983.5
5968,2984.0
5969,2984.5
5970,2985.0
5971,2985.5
5972,2986.0
5973,2986.5
5974,2987.0
5975,2987.5
5976,2988.0
5977,2988.5
5978,2989.0
5979,2989.5
5980,2990.0
5981,2990.5
5982,2991.0
5983,2991.5
5984,2992.0
5985,2992.5
5986,2993.0
5987,2993.5
5988,2994.0
5989,2994.5
5990,2995.0
5991,2995.5
5992,2996.0
5993,2996.5
5994,2997.0
5995,2997.5
5996,2998.0
5997,2998.5
5998,2999.0
5999,2999.5
6000,3000.0
6001,3000.5
6002,3001.0
6003,3001.5
6004,3002.0
6005,3002.5
6006,3003.0
6007,3003.5
6008,3004.0
6009,3004.5
6010,3005.0
6011,3005.5
6012,3006.0
6013,3006.5
6014,3007.0
6015,3007.5
6016,3008.0
6017,3008.5
6018,3009.0
6019,3009.5
6020,3010.0
6021,3010.5
6022,3011.0
6023,3011.5
6024,3012.0
6025,3012.5
6026,3013.0
6027,3013.5
6028,3014.0
6029,3014.5
6030,3015.0
6031,3015.5
6032,3016.0
6033,3016.5
6034,3017.0
6035,3017.5
6036,3018.0
6037,3018.5
6038,3019.0
6039,3019.5
6040,3020.0
6041,3020.5
6042,3021.0
6043,3021.5
6044,3022.0
6045,3022.5
6046,3023.0
6047,3023.5
6048,3024.0
6049,3024.5
6050,3025.0
6051,3025.5
6052,3026.0
6053,3026.5
6054,3027.0
6055,3027.5
6056,3028.0
6057,3028.5
6058,3029.0
6059,3029.5
6060,3030.0
6061,3030.5
6062,3031.0
6063,3031.5
6064,3032.0
6065,3032.5
6066,3033.0
6067,3033.5
6068,3034.0
6069,3034.5
6070,3035.0
6071,3035.5
6072,3036.0
6073,3036.5
6074,3037.0
6075,3037.5
6076,3038.0
6077,3038.5
6078,3039.0
6079,3039.5
6080,3040.0
6081,3040.5
6082,3041.0
6083,3041.5
6084,3042.0
6085,3042.5
6086,3043.0
6087,3043.5
6088,3044.0
6089,3044.5
6090,3045.0
6091,3045.5
6092,3046.0
6093,3046.5
6094,3047.0
6095,3047.5
6096,3048.0
6097,3048.5
6098,3049.0
6099,3049.5
6100,3050.0
6101,3050.5
6102,3051.0
6103,3051.5
6104,3052.0
6105,3052.5
6106,3053.0
6107,3053.5
6108,3054.0
6109,3054.5
6110,3055.0
6111,3055.5
6112,3056.0
6113,3056.5
6114,3057.0
6115,3057.5
6116,3058.0
6117,3058.5
6118,3059.0
6119,3059.5
6120,3060.0
6121,3060.5
6122,3061.0
6123,3061.5
6124,3062.0
6125,3062.5
6126,3063.0
6127,3063.5
6128,3064.0
6129,3064.5
6130,3065.0
6131,3065.5
6132,3066.0
6133,3066.5
6134,3067.0
6135,3067.5
6136,3068.0
6137,3068.5
6138,3069.0
6139,3069.5
6140,3070.0
6141,3070.5
6142,3071.0
6143,3071.5
6144,3072.0
6145,3072.5
6146,3073.0
6147,3073.5
6148,3074.0
6149,3074.5
6150,3075.0
6151,3075.5
6152,3076.0
6153,3076.5
6154,3077.0
6155,3077.5
6156,3078.0
6157,3078.5
6158,3079.0
6159,3079.5
6160,3080.0
6161,3080.5
6162,3081.0
6163,3081.5
6164,3082.0
6165,3082.5
6166,3083.0
6167,3083.5
6168,3084.0
6169,3084.5
6170,3085.0
6171,3085.5
6172,3086.0
6173,3086.5
6174,3087.0
6175,3087.5
6176,3088.0
6177,3088.5
6178,3089.0
6179,3089.5
6180,3090.0
6181,3090.5
6182,3091.0
6183,3091.5
6184,3092.0
6185,3092.5
6186,3093.0
6187,3093.5
6188,3094.0
6189,3094.5
6190,3095.0
6191,3095.5
6192,3096.0
6193,3096.5
6194,3097.0
6195,3097.5
6196,3098.0
6197,3098.5
6198,3099.0
6199,3099.5
6200,3100.0
6201,3100.5
6202,3101.0
6203,3101.5
6204,3102.0
6205,3102.5
6206,3103.0
6207,3103.5
6208,3104.0
6209,3104.5
6210,3105.0
6211,3105.5
6212,3106.0
6213,3106.5
6214,3107.0
6215,3107.5
6216,3108.0
6217,3108.5
6218,3109.0
6219,3109.5
6220,3110.0
6221,3110.5
6222,3111.0
6223,3111.5
6224,3112.0
6225,3112.5
6226,3113.0
6227,3113.5
6228,3114.0
6229,3114.5
6230,3115.0
6231,3115.5
6232,3116.0
6233,3116.5
6234,3117.0
6235,3117.5
6236,3118.0
6237,3118.5
6238,3119.0
6239,3119.5
6240,3120.0
6241,3120.5
6242,3121.0
6243,3121.5
6244,3122.0
6245,3122.5
6246,3123.0
6247,3123.5
6248,3124.0
6249,3124.5
6250,3125.0
6251,3125.5
6252,3126.0
6253,3126.5
6254,3127.0
6255,3127.5
6256,3128.0
6257,3128.5
6258,3129.0
6259,3129.5
6260,3130.0
6261,3130.5
6262,3131.0
6263,3131.5
6264,3132.0
6265,3132.5
6266,3133.0
6267,3133.5
6268,3134.0
6269,3134.5
6270,3135.0
6271,3135.5
6272,3136.0
6273,3136.5
6274,3137.0
6275,3137.5
6276,3138.0
6277,3138.5
6278,3139.0
6279,3139.5
6280,3140.0
6281,3140.5
6282,3141.0
